token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
13182,ROHLTD-EQ,ROHLTD,,-1,1,,NSE,5
13197,GSPL-EQ,GSPL,,-1,1,,NSE,5
13290,BLKASHYAP-EQ,BLKASHYAP,,-1,1,,NSE,1
13305,CENTURYPLY-EQ,CENTURYPLY,,-1,1,,NSE,5
13381,KKCL-EQ,KKCL,,-1,1,,NSE,5
13510,AKASH-EQ,AKASH,,-1,1,,NSE,1
13560,GRINDWELL-EQ,GRINDWELL,,-1,1,,NSE,10
13580,RADIANTCMS-EQ,RADIANTCMS,,-1,1,,NSE,1
1363,HINDALCO-EQ,HINDALCO,,-1,1,,NSE,5
13658,GEECEE-EQ,GEECEE,,-1,1,,NSE,5
13710,FIEMIND-EQ,FIEMIND,,-1,1,,NSE,10
13735,GLOBALVECT-EQ,GLOBALVECT,,-1,1,,NSE,1
13821,RUCHIRA-EQ,RUCHIRA,,-1,1,,NSE,1
13868,AARTIPHARM-EQ,AARTIPHARM,,-1,1,,NSE,5
13920,PLASTIBLEN-EQ,PLASTIBLEN,,-1,1,,NSE,1
13982,JASH-EQ,JASH,,-1,1,,NSE,5
14101,PTL-EQ,PTL,,-1,1,,NSE,1
14218,CTE-EQ,CTE,,-1,1,,NSE,1
14223,TIIL-EQ,TIIL,,-1,1,,NSE,10
14255,REDINGTON-EQ,REDINGTON,,-1,1,,NSE,1
14260,PGIL-EQ,PGIL,,-1,1,,NSE,10
14278,ORIENTBELL-EQ,ORIENTBELL,,-1,1,,NSE,5
14296,SEQUENT-EQ,SEQUENT,,-1,1,,NSE,1
14309,INDIANB-EQ,INDIANB,,-1,1,,NSE,5
14334,HSCL-EQ,HSCL,,-1,1,,NSE,5
14361,APOLLOPIPE-EQ,APOLLOPIPE,,-1,1,,NSE,5
14523,ICRA-EQ,ICRA,,-1,1,,NSE,50
14562,ZENITHSTL-EQ,ZENITHSTL,,-1,1,,NSE,1
14672,NAVINFLUOR-EQ,NAVINFLUOR,,-1,1,,NSE,10
14687,GOACARBON-EQ,GOACARBON,,-1,1,,NSE,5
14782,151NSETEST-EQ,151NSETEST,,-1,1,,NSE,5
14952,INDOWIND-EQ,INDOWIND,,-1,1,,NSE,1
14992,CCCL-EQ,CCCL,,-1,1,,NSE,1
15355,RECLTD-EQ,RECLTD,,-1,1,,NSE,5
15404,ATAM-EQ,ATAM,,-1,1,,NSE,1
1581,TARC-EQ,TARC,,-1,1,,NSE,1
15555,HCG-EQ,HCG,,-1,1,,NSE,5
16045,PRINCEPIPE-EQ,PRINCEPIPE,,-1,1,,NSE,5
163,APOLLOTYRE-EQ,APOLLOTYRE,,-1,1,,NSE,5
1624,IOC-EQ,IOC,,-1,1,,NSE,1
16657,ANIKINDS-EQ,ANIKINDS,,-1,1,,NSE,1
16927,JOCIL-EQ,JOCIL,,-1,1,,NSE,1
17044,SHARIABEES-EQ,SHARIABEES,,-1,1,,NSE,1
17062,PALREDTEC-EQ,PALREDTEC,,-1,1,,NSE,1
17105,SUMICHEM-EQ,SUMICHEM,,-1,1,,NSE,5
17613,SENSEXADD-EQ,SENSEXADD,,-1,1,,NSE,1
17635,ZYDUSWELL-EQ,ZYDUSWELL,,-1,1,,NSE,10
17875,GODREJPROP-EQ,GODREJPROP,,-1,1,,NSE,10
17927,BAYERCROP-EQ,BAYERCROP,,-1,1,,NSE,50
18012,VLEGOV-EQ,VLEGOV,,-1,1,,NSE,1
18026,SBFC-EQ,SBFC,,-1,1,,NSE,1
18359,SANDUMA-EQ,SANDUMA,,-1,1,,NSE,5
184,TCPLPACK-EQ,TCPLPACK,,-1,1,,NSE,10
1841,KCP-EQ,KCP,,-1,1,,NSE,1
18504,TVVISION-EQ,TVVISION,,-1,1,,NSE,1
18543,DIACABS-EQ,DIACABS,,-1,1,,NSE,1
18553,JLHL-EQ,JLHL,,-1,1,,NSE,10
1901,CUMMINSIND-EQ,CUMMINSIND,,-1,1,,NSE,10
19126,KIOCL-EQ,KIOCL,,-1,1,,NSE,5
1919,KOPRAN-EQ,KOPRAN,,-1,1,,NSE,1
19289,MOM50-EQ,MOM50,,-1,1,,NSE,1
19783,MUFIN-EQ,MUFIN,,-1,1,,NSE,1
19877,RADIOCITY-EQ,RADIOCITY,,-1,1,,NSE,1
1994,LIBERTSHOE-EQ,LIBERTSHOE,,-1,1,,NSE,5
19913,DMART-EQ,DMART,,-1,1,,NSE,10
1997,LICHSGFIN-EQ,LICHSGFIN,,-1,1,,NSE,5
20072,INFRABEES-EQ,INFRABEES,,-1,1,,NSE,1
2018,LUMAXIND-EQ,LUMAXIND,,-1,1,,NSE,10
20134,RAMKY-EQ,RAMKY,,-1,1,,NSE,5
20852,ZEELEARN-EQ,ZEELEARN,,-1,1,,NSE,1
21091,STARCEMENT-EQ,STARCEMENT,,-1,1,,NSE,5
212,ASHOKLEY-EQ,ASHOKLEY,,-1,1,,NSE,1
2124,MASTEK-EQ,MASTEK,,-1,1,,NSE,10
21406,AVADHSUGAR-EQ,AVADHSUGAR,,-1,1,,NSE,5
21726,MATRIMONY-EQ,MATRIMONY,,-1,1,,NSE,5
21808,SBILIFE-EQ,SBILIFE,,-1,1,,NSE,10
2183,SUNDARMHLD-EQ,SUNDARMHLD,,-1,1,,NSE,5
22347,MACPOWER-EQ,MACPOWER,,-1,1,,NSE,5
22463,EPACK-EQ,EPACK,,-1,1,,NSE,5
22656,SIGNPOST-EQ,SIGNPOST,,-1,1,,NSE,5
2277,MRF-EQ,MRF,,-1,1,,NSE,500
2319,NCC-EQ,NCC,,-1,1,,NSE,1
23489,BHARTIHEXA-EQ,BHARTIHEXA,,-1,1,,NSE,10
23650,MUTHOOTFIN-EQ,MUTHOOTFIN,,-1,1,,NSE,10
23740,TBOTEK-EQ,TBOTEK,,-1,1,,NSE,10
23864,AWFIS-EQ,AWFIS,,-1,1,,NSE,5
24081,TOP100CASE-EQ,TOP100CASE,,-1,1,,NSE,1
24196,VADILALIND-EQ,VADILALIND,,-1,1,,NSE,50
24217,IVZINNIFTY-EQ,IVZINNIFTY,,-1,1,,NSE,1
13001,DHARMAJ-EQ,DHARMAJ,,-1,1,,NSE,5
1313,HARRMALAYA-EQ,HARRMALAYA,,-1,1,,NSE,1
13143,GSEC10IETF-EQ,GSEC10IETF,,-1,1,,NSE,1
13192,ENIL-EQ,ENIL,,-1,1,,NSE,1
13218,SULA-EQ,SULA,,-1,1,,NSE,1
13236,SADBHAV-EQ,SADBHAV,,-1,1,,NSE,1
13260,KEC-EQ,KEC,,-1,1,,NSE,5
13332,SOLARINDS-EQ,SOLARINDS,,-1,1,,NSE,100
13352,MALUPAPER-EQ,MALUPAPER,,-1,1,,NSE,1
13376,UTTAMSUGAR-EQ,UTTAMSUGAR,,-1,1,,NSE,5
13421,EMKAY-EQ,EMKAY,,-1,1,,NSE,1
13430,KELLTONTEC-EQ,KELLTONTEC,,-1,1,,NSE,1
13557,AVONMORE-EQ,AVONMORE,,-1,1,,NSE,1
13620,ANANTRAJ-EQ,ANANTRAJ,,-1,1,,NSE,5
13643,ELECON-EQ,ELECON,,-1,1,,NSE,5
1375,HCC-EQ,HCC,,-1,1,,NSE,1
13720,JHS-EQ,JHS,,-1,1,,NSE,1
13725,DCBBANK-EQ,DCBBANK,,-1,1,,NSE,1
13796,MANALIPETC-EQ,MANALIPETC,,-1,1,,NSE,1
1394,HINDUNILVR-EQ,HINDUNILVR,,-1,1,,NSE,10
14019,VEEDOL-EQ,VEEDOL,,-1,1,,NSE,10
14063,WANBURY-EQ,WANBURY,,-1,1,,NSE,5
14064,ASMS-EQ,ASMS,,-1,1,,NSE,1
14230,HDFCBSE500-EQ,HDFCBSE500,,-1,1,,NSE,1
14236,HDFCMID150-EQ,HDFCMID150,,-1,1,,NSE,1
14319,TFL-EQ,TFL,,-1,1,,NSE,1
14339,GANESHHOU-EQ,GANESHHOU,,-1,1,,NSE,5
14459,LEXUS-EQ,LEXUS,,-1,1,,NSE,1
14557,AROGRANITE-EQ,AROGRANITE,,-1,1,,NSE,1
14597,ALPHAGEO-EQ,ALPHAGEO,,-1,1,,NSE,1
14627,HILTON-EQ,HILTON,,-1,1,,NSE,1
1465,ACCURACY-EQ,ACCURACY,,-1,1,,NSE,1
14751,021NSETEST-EQ,021NSETEST,,-1,1,,NSE,5
14772,101NSETEST-EQ,101NSETEST,,-1,1,,NSE,5
14781,141NSETEST-EQ,141NSETEST,,-1,1,,NSE,5
1485,IFBIND-EQ,IFBIND,,-1,1,,NSE,10
1491,IFCI-EQ,IFCI,,-1,1,,NSE,1
14858,GOLD1-EQ,GOLD1,,-1,1,,NSE,1
15083,ADANIPORTS-EQ,ADANIPORTS,,-1,1,,NSE,10
1512,INDHOTEL-EQ,INDHOTEL,,-1,1,,NSE,5
15141,COLPAL-EQ,COLPAL,,-1,1,,NSE,10
15156,KALYANIFRG-EQ,KALYANIFRG,,-1,1,,NSE,5
15228,UJJIVANSFB-EQ,UJJIVANSFB,,-1,1,,NSE,1
15271,CORDSCABLE-EQ,CORDSCABLE,,-1,1,,NSE,1
15278,ONMOBILE-EQ,ONMOBILE,,-1,1,,NSE,1
15288,HERCULES-EQ,HERCULES,,-1,1,,NSE,1
15356,GOLDETFADD-EQ,GOLDETFADD,,-1,1,,NSE,1
15362,VGUARD-EQ,VGUARD,,-1,1,,NSE,5
15384,DHANI-EQ,DHANI,,-1,1,,NSE,1
1565,RVHL-EQ,RVHL,,-1,1,,NSE,1
15399,EIHAHOTELS-EQ,EIHAHOTELS,,-1,1,,NSE,5
1593,MGEL-EQ,MGEL,,-1,1,,NSE,1
16777,SILVERAG-EQ,SILVERAG,,-1,1,,NSE,1
17029,PATANJALI-EQ,PATANJALI,,-1,1,,NSE,10
17071,URAVIDEF-EQ,URAVIDEF,,-1,1,,NSE,5
17307,AJMERA-EQ,AJMERA,,-1,1,,NSE,5
17351,SALONA-EQ,SALONA,,-1,1,,NSE,1
17397,PREMEXPLN-EQ,PREMEXPLN,,-1,1,,NSE,5
17572,LIQUID-EQ,LIQUID,,-1,1,,NSE,1
17576,PVTBANKADD-EQ,PVTBANKADD,,-1,1,,NSE,1
17598,ASALCBR-EQ,ASALCBR,,-1,1,,NSE,10
17794,SOMICONVEY-EQ,SOMICONVEY,,-1,1,,NSE,1
17833,AHLUCONT-EQ,AHLUCONT,,-1,1,,NSE,5
17957,MMTC-EQ,MMTC,,-1,1,,NSE,1
181,ARENTERP-EQ,ARENTERP,,-1,1,,NSE,1
18142,EMMBI-EQ,EMMBI,,-1,1,,NSE,1
18220,KECL-EQ,KECL,,-1,1,,NSE,1
18479,ISFT-EQ,ISFT,,-1,1,,NSE,1
1859,KESORAMIND-EQ,KESORAMIND,,-1,1,,NSE,1
18889,KSL-EQ,KSL,,-1,1,,NSE,5
19104,ROLLT-EQ,ROLLT,,-1,1,,NSE,1
19322,HISARMETAL-EQ,HISARMETAL,,-1,1,,NSE,1
1949,KSB-EQ,KSB,,-1,1,,NSE,5
1937,KREBSBIO-EQ,KREBSBIO,,-1,1,,NSE,1
19438,AHLEAST-EQ,AHLEAST,,-1,1,,NSE,1
19543,HDFCGOLD-EQ,HDFCGOLD,,-1,1,,NSE,1
1964,TRENT-EQ,TRENT,,-1,1,,NSE,50
19633,ITETF-EQ,ITETF,,-1,1,,NSE,1
1979,LMW-EQ,LMW,,-1,1,,NSE,100
19731,GPPL-EQ,GPPL,,-1,1,,NSE,1
19876,LGHL-EQ,LGHL,,-1,1,,NSE,5
19943,DEEPAKNTR-EQ,DEEPAKNTR,,-1,1,,NSE,10
20196,BEDMUTHA-EQ,BEDMUTHA,,-1,1,,NSE,1
2031,M&M-EQ,M&M,,-1,1,,NSE,10
20413,IOLCP-EQ,IOLCP,,-1,1,,NSE,1
20534,GRAVITA-EQ,GRAVITA,,-1,1,,NSE,10
20547,BBNPPGOLD-EQ,BBNPPGOLD,,-1,1,,NSE,5
20621,PENIND-EQ,PENIND,,-1,1,,NSE,1
20698,SCHAND-EQ,SCHAND,,-1,1,,NSE,1
20830,MOIL-EQ,MOIL,,-1,1,,NSE,5
20956,SUNCLAY-EQ,SUNCLAY,,-1,1,,NSE,10
21314,DYNPRO-EQ,DYNPRO,,-1,1,,NSE,5
21362,SALASAR-EQ,SALASAR,,-1,1,,NSE,1
21501,SIS-EQ,SIS,,-1,1,,NSE,5
21551,SMSLIFE-EQ,SMSLIFE,,-1,1,,NSE,10
21614,ABCAPITAL-EQ,ABCAPITAL,,-1,1,,NSE,5
2176,AKG-EQ,AKG,,-1,1,,NSE,1
21740,CHOLAHLDNG-EQ,CHOLAHLDNG,,-1,1,,NSE,10
2181,BOSCHLTD-EQ,BOSCHLTD,,-1,1,,NSE,500
21840,DIAMONDYD-EQ,DIAMONDYD,,-1,1,,NSE,5
220,IEX-EQ,IEX,,-1,1,,NSE,1
2229,MODIRUBBER-EQ,MODIRUBBER,,-1,1,,NSE,1
22277,WORTH-EQ,WORTH,,-1,1,,NSE,1
22282,TIRUPATIFL-EQ,TIRUPATIFL,,-1,1,,NSE,1
22415,LOVABLE-EQ,LOVABLE,,-1,1,,NSE,1
22521,NIF5GETF-EQ,NIF5GETF,,-1,1,,NSE,1
22592,HEALTHADD-EQ,HEALTHADD,,-1,1,,NSE,1
22595,HDFCPSUBK-EQ,HDFCPSUBK,,-1,1,,NSE,1
22730,VSTL-EQ,VSTL,,-1,1,,NSE,1
23043,RKSWAMY-EQ,RKSWAMY,,-1,1,,NSE,1
2316,HEIDELBERG-EQ,HEIDELBERG,,-1,1,,NSE,1
23446,171NSETEST-EQ,171NSETEST,,-1,1,,NSE,5
2350,NURECA-EQ,NURECA,,-1,1,,NSE,1
23512,TARACHAND-EQ,TARACHAND,,-1,1,,NSE,1
23799,GODIGIT-EQ,GODIGIT,,-1,1,,NSE,5
24067,IXIGO-EQ,IXIGO,,-1,1,,NSE,5
24077,MID150CASE-EQ,MID150CASE,,-1,1,,NSE,1
24154,DEEDEV-EQ,DEEDEV,,-1,1,,NSE,5
24265,ESTER-EQ,ESTER,,-1,1,,NSE,1
24403,ASHIANA-EQ,ASHIANA,,-1,1,,NSE,5
2454,CENTRUM-EQ,CENTRUM,,-1,1,,NSE,1
2472,OILCOUNTUB-EQ,OILCOUNTUB,,-1,1,,NSE,1
24851,SUYOG-EQ,SUYOG,,-1,1,,NSE,5
24861,METALIETF-EQ,METALIETF,,-1,1,,NSE,1
2496,ORIENTPPR-EQ,ORIENTPPR,,-1,1,,NSE,1
24937,MFML-EQ,MFML,,-1,1,,NSE,1
25017,BODALCHEM-EQ,BODALCHEM,,-1,1,,NSE,1
25392,PANAMAPET-EQ,PANAMAPET,,-1,1,,NSE,5
25447,GROWWLIQID-EQ,GROWWLIQID,,-1,1,,NSE,1
25844,HYUNDAI-EQ,HYUNDAI,,-1,1,,NSE,10
2709,MTARTECH-EQ,MTARTECH,,-1,1,,NSE,10
27144,BLACKBUCK-EQ,BLACKBUCK,,-1,1,,NSE,5
27297,RTNINDIA-EQ,RTNINDIA,,-1,1,,NSE,1
27303,SAMPANN-EQ,SAMPANN,,-1,1,,NSE,1
2739,PRSMJOHNSN-EQ,PRSMJOHNSN,,-1,1,,NSE,1
28378,IGIL-EQ,IGIL,,-1,1,,NSE,5
28879,CARRARO-EQ,CARRARO,,-1,1,,NSE,5
28913,ROSSELLIND-EQ,ROSSELLIND,,-1,1,,NSE,1
29464,NEXT30ADD-EQ,NEXT30ADD,,-1,1,,NSE,1
29527,GROWWRAIL-EQ,GROWWRAIL,,-1,1,,NSE,1
2969,SAKHTISUG-EQ,SAKHTISUG,,-1,1,,NSE,1
29711,QPOWER-EQ,QPOWER,,-1,1,,NSE,5
30392,NIF100IETF-EQ,NIF100IETF,,-1,1,,NSE,1
3063,VEDL-EQ,VEDL,,-1,1,,NSE,5
30835,PILITA-EQ,PILITA,,-1,1,,NSE,1
3138,HONDAPOWER-EQ,HONDAPOWER,,-1,1,,NSE,10
3375,SURYAROSNI-EQ,SURYAROSNI,,-1,1,,NSE,5
3384,SWARAJENG-EQ,SWARAJENG,,-1,1,,NSE,10
3507,MAFANG-EQ,MAFANG,,-1,1,,NSE,1
3626,HEALTHIETF-EQ,HEALTHIETF,,-1,1,,NSE,1
3637,JUBLPHARMA-EQ,JUBLPHARMA,,-1,1,,NSE,10
3676,VESUVIUS-EQ,VESUVIUS,,-1,1,,NSE,5
3718,VOLTAS-EQ,VOLTAS,,-1,1,,NSE,10
380,BBTC-EQ,BBTC,,-1,1,,NSE,10
381,SINTERCOM-EQ,SINTERCOM,,-1,1,,NSE,1
3724,VSTIND-EQ,VSTIND,,-1,1,,NSE,5
3744,FINEORG-EQ,FINEORG,,-1,1,,NSE,10
3912,KHAITANLTD-EQ,KHAITANLTD,,-1,1,,NSE,1
4,21STCENMGM-EQ,21STCENMGM,,-1,1,,NSE,1
4055,PANACEABIO-EQ,PANACEABIO,,-1,1,,NSE,5
4067,MARICO-EQ,MARICO,,-1,1,,NSE,5
4127,SAMBHAAV-EQ,SAMBHAAV,,-1,1,,NSE,1
4487,ALKYLAMINE-EQ,ALKYLAMINE,,-1,1,,NSE,10
474,3MINDIA-EQ,3MINDIA,,-1,1,,NSE,500
4745,BANKINDIA-EQ,BANKINDIA,,-1,1,,NSE,1
4992,SHARDACROP-EQ,SHARDACROP,,-1,1,,NSE,5
513,BOMDYEING-EQ,BOMDYEING,,-1,1,,NSE,1
5168,SBIETFCON-EQ,SBIETFCON,,-1,1,,NSE,1
5194,ANTGRAPHIC-EQ,ANTGRAPHIC,,-1,1,,NSE,1
547,BRITANNIA-EQ,BRITANNIA,,-1,1,,NSE,50
5501,YUKEN-EQ,YUKEN,,-1,1,,NSE,10
5650,SHANTI-EQ,SHANTI,,-1,1,,NSE,1
5851,BANKNIFTY1-EQ,BANKNIFTY1,,-1,1,,NSE,1
5865,LAGNAM-EQ,LAGNAM,,-1,1,,NSE,1
592,GRAPHITE-EQ,GRAPHITE,,-1,1,,NSE,5
5900,AXISBANK-EQ,AXISBANK,,-1,1,,NSE,10
6286,GULPOLY-EQ,GULPOLY,,-1,1,,NSE,1
6407,LAMBODHARA-EQ,LAMBODHARA,,-1,1,,NSE,1
6600,GENUSPAPER-EQ,GENUSPAPER,,-1,1,,NSE,1
6643,SJS-EQ,SJS,,-1,1,,NSE,10
6973,DMCC-EQ,DMCC,,-1,1,,NSE,5
714,SHALBY-EQ,SHALBY,,-1,1,,NSE,1
7048,HESTERBIO-EQ,HESTERBIO,,-1,1,,NSE,10
7242,METROBRAND-EQ,METROBRAND,,-1,1,,NSE,10
7422,MONQ50-EQ,MONQ50,,-1,1,,NSE,1
757096,AONENIFTY-EQ,AONENIFTY,,-1,1,,NSE,1
757142,EQUAL50-EQ,EQUAL50,,-1,1,,NSE,1
757520,BLUSPRING-EQ,BLUSPRING,,-1,1,,NSE,1
757725,LIQGRWBEES-EQ,LIQGRWBEES,,-1,1,,NSE,1
757794,BRIGHOTEL-EQ,BRIGHOTEL,,-1,1,,NSE,1
24409,DHANUKA-EQ,DHANUKA,,-1,1,,NSE,10
24445,AGIIL-EQ,AGIIL,,-1,1,,NSE,10
24461,EVINDIA-EQ,EVINDIA,,-1,1,,NSE,1
24524,SBINEQWETF-EQ,SBINEQWETF,,-1,1,,NSE,1
24532,FILATEX-EQ,FILATEX,,-1,1,,NSE,1
24735,RPEL-EQ,RPEL,,-1,1,,NSE,5
24781,BSLNIFTY-EQ,BSLNIFTY,,-1,1,,NSE,1
24870,INVENTURE-EQ,INVENTURE,,-1,1,,NSE,1
2493,ORIENTHOT-EQ,ORIENTHOT,,-1,1,,NSE,1
24969,WINDMACHIN-EQ,WINDMACHIN,,-1,1,,NSE,5
25312,PNGJL-EQ,PNGJL,,-1,1,,NSE,5
25724,RUPA-EQ,RUPA,,-1,1,,NSE,1
25786,KANANIIND-EQ,KANANIIND,,-1,1,,NSE,1
25855,AFFORDABLE-EQ,AFFORDABLE,,-1,1,,NSE,5
25892,DBEIL-EQ,DBEIL,,-1,1,,NSE,1
25941,GODAVARIB-EQ,GODAVARIB,,-1,1,,NSE,1
2616,SEAMECLTD-EQ,SEAMECLTD,,-1,1,,NSE,5
2614,HERANBA-EQ,HERANBA,,-1,1,,NSE,5
2636,DIVOPPBEES-EQ,DIVOPPBEES,,-1,1,,NSE,1
2649,PCBL-EQ,PCBL,,-1,1,,NSE,5
2687,POLYPLEX-EQ,POLYPLEX,,-1,1,,NSE,10
27020,ABINFRA-EQ,ABINFRA,,-1,1,,NSE,1
27213,EIEL-EQ,EIEL,,-1,1,,NSE,1
27353,ROSSTECH-EQ,ROSSTECH,,-1,1,,NSE,5
2809,RAJSREESUG-EQ,RAJSREESUG,,-1,1,,NSE,1
2816,RALLIS-EQ,RALLIS,,-1,1,,NSE,5
2866,RCF-EQ,RCF,,-1,1,,NSE,1
2868,HITECH-EQ,HITECH,,-1,1,,NSE,1
28906,MAYURUNIQ-EQ,MAYURUNIQ,,-1,1,,NSE,5
28960,UNIMECH-EQ,UNIMECH,,-1,1,,NSE,10
2909,RICOAUTO-EQ,RICOAUTO,,-1,1,,NSE,1
29050,ZUARI-EQ,ZUARI,,-1,1,,NSE,5
29075,SGLTL-EQ,SGLTL,,-1,1,,NSE,1
29135,INDUSTOWER-EQ,INDUSTOWER,,-1,1,,NSE,5
29204,STALLION-EQ,STALLION,,-1,1,,NSE,1
29439,SUPREME-EQ,SUPREME,,-1,1,,NSE,1
29472,PROTEAN-EQ,PROTEAN,,-1,1,,NSE,5
29666,HEXT-EQ,HEXT,,-1,1,,NSE,5
29758,MSCIINDIA-EQ,MSCIINDIA,,-1,1,,NSE,1
2997,SANGHIIND-EQ,SANGHIIND,,-1,1,,NSE,1
3009,KOHINOOR-EQ,KOHINOOR,,-1,1,,NSE,1
30155,AXISVALUE-EQ,AXISVALUE,,-1,1,,NSE,1
3018,SAURASHCEM-EQ,SAURASHCEM,,-1,1,,NSE,1
30323,ESSENTIA-EQ,ESSENTIA,,-1,1,,NSE,1
3045,SBIN-EQ,SBIN,,-1,1,,NSE,5
30455,SPECTRUM-EQ,SPECTRUM,,-1,1,,NSE,10
3126,SHREYANIND-EQ,SHREYANIND,,-1,1,,NSE,1
31181,MCX-EQ,MCX,,-1,1,,NSE,50
31415,NBCC-EQ,NBCC,,-1,1,,NSE,1
3220,LODHA-EQ,LODHA,,-1,1,,NSE,10
3275,TEMBO-EQ,TEMBO,,-1,1,,NSE,5
3316,MODISONLTD-EQ,MODISONLTD,,-1,1,,NSE,1
3357,SUPERSPIN-EQ,SUPERSPIN,,-1,1,,NSE,1
347,BANARBEADS-EQ,BANARBEADS,,-1,1,,NSE,1
3387,SMLISUZU-EQ,SMLISUZU,,-1,1,,NSE,10
3411,TATAELXSI-EQ,TATAELXSI,,-1,1,,NSE,50
3607,UNIVCABLES-EQ,UNIVCABLES,,-1,1,,NSE,5
368,BASF-EQ,BASF,,-1,1,,NSE,10
3703,VIPIND-EQ,VIPIND,,-1,1,,NSE,5
3757,VENKEYS-EQ,VENKEYS,,-1,1,,NSE,10
3787,WIPRO-EQ,WIPRO,,-1,1,,NSE,1
3834,BHARATRAS-EQ,BHARATRAS,,-1,1,,NSE,100
3892,HATSUN-EQ,HATSUN,,-1,1,,NSE,5
40,AEGISLOG-EQ,AEGISLOG,,-1,1,,NSE,5
3963,GOCLCORP-EQ,GOCLCORP,,-1,1,,NSE,5
4344,PUNJABCHEM-EQ,PUNJABCHEM,,-1,1,,NSE,10
4594,KOTHARIPET-EQ,KOTHARIPET,,-1,1,,NSE,1
4684,SONACOMS-EQ,SONACOMS,,-1,1,,NSE,5
4747,INDNIPPON-EQ,INDNIPPON,,-1,1,,NSE,5
4749,CONCOR-EQ,CONCOR,,-1,1,,NSE,5
4822,DODLA-EQ,DODLA,,-1,1,,NSE,10
4953,ADROITINFO-EQ,ADROITINFO,,-1,1,,NSE,1
4973,PHARMABEES-EQ,PHARMABEES,,-1,1,,NSE,1
527,UTIAMC-EQ,UTIAMC,,-1,1,,NSE,10
5204,GMDCLTD-EQ,GMDCLTD,,-1,1,,NSE,5
5352,EXXARO-EQ,EXXARO,,-1,1,,NSE,1
5449,CHEMPLASTS-EQ,CHEMPLASTS,,-1,1,,NSE,5
5528,KOTHARIPRO-EQ,KOTHARIPRO,,-1,1,,NSE,1
5732,AXISCETF-EQ,AXISCETF,,-1,1,,NSE,1
5748,CYIENT-EQ,CYIENT,,-1,1,,NSE,10
6051,CYBERTECH-EQ,CYBERTECH,,-1,1,,NSE,1
6066,ATGL-EQ,ATGL,,-1,1,,NSE,5
619,CENTENKA-EQ,CENTENKA,,-1,1,,NSE,5
634,IGARASHI-EQ,IGARASHI,,-1,1,,NSE,5
6713,MOLDTKPAC-EQ,MOLDTKPAC,,-1,1,,NSE,5
694,CIPLA-EQ,CIPLA,,-1,1,,NSE,10
6964,GOCOLORS-EQ,GOCOLORS,,-1,1,,NSE,5
7030,ASIANENE-EQ,ASIANENE,,-1,1,,NSE,5
7339,ABSLNN50ET-EQ,ABSLNN50ET,,-1,1,,NSE,1
739,COROMANDEL-EQ,COROMANDEL,,-1,1,,NSE,10
755881,EVIETF-EQ,EVIETF,,-1,1,,NSE,1
756324,NPST-EQ,NPST,,-1,1,,NSE,10
757167,MONEXT50-EQ,MONEXT50,,-1,1,,NSE,1
757455,SNXT30BEES-EQ,SNXT30BEES,,-1,1,,NSE,1
757801,IGCL-EQ,IGCL,,-1,1,,NSE,1
757817,MOMIDMTM-EQ,MOMIDMTM,,-1,1,,NSE,1
757885,ANTHEM-EQ,ANTHEM,,-1,1,,NSE,5
757919,BORANA-EQ,BORANA,,-1,1,,NSE,1
2463,MIDHANI-EQ,MIDHANI,,-1,1,,NSE,5
24596,RELTD-EQ,RELTD,,-1,1,,NSE,1
24715,AKUMS-EQ,AKUMS,,-1,1,,NSE,5
24742,CEIGALL-EQ,CEIGALL,,-1,1,,NSE,1
24847,GSEC10ABSL-EQ,GSEC10ABSL,,-1,1,,NSE,1
24948,LTF-EQ,LTF,,-1,1,,NSE,1
25060,ECOSMOBLTY-EQ,ECOSMOBLTY,,-1,1,,NSE,5
25088,ASAHISONG-EQ,ASAHISONG,,-1,1,,NSE,5
2513,BCLIND-EQ,BCLIND,,-1,1,,NSE,1
25136,BROOKS-EQ,BROOKS,,-1,1,,NSE,1
25157,RVTH-EQ,RVTH,,-1,1,,NSE,5
25403,WCIL-EQ,WCIL,,-1,1,,NSE,1
25626,UYFINCORP-EQ,UYFINCORP,,-1,1,,NSE,1
25634,ESSARSHPNG-EQ,ESSARSHPNG,,-1,1,,NSE,1
25807,LLOYDSENT-EQ,LLOYDSENT,,-1,1,,NSE,1
25835,VINCOFE-EQ,VINCOFE,,-1,1,,NSE,1
25907,WAAREEENER-EQ,WAAREEENER,,-1,1,,NSE,10
25977,AFCONS-EQ,AFCONS,,-1,1,,NSE,5
26000,NIFTY,NIFTY,,-1,1,,NSE,0
270,CHEMCON-EQ,CHEMCON,,-1,1,,NSE,1
27107,SPECIALITY-EQ,SPECIALITY,,-1,1,,NSE,1
275,AUROPHARMA-EQ,AUROPHARMA,,-1,1,,NSE,10
278,AUTOAXLES-EQ,AUTOAXLES,,-1,1,,NSE,10
2783,JUBLINGREA-EQ,JUBLINGREA,,-1,1,,NSE,5
2799,CHEMFAB-EQ,CHEMFAB,,-1,1,,NSE,5
2814,ARVEE-EQ,ARVEE,,-1,1,,NSE,1
2912,RIIL-EQ,RIIL,,-1,1,,NSE,5
2987,NAZARA-EQ,NAZARA,,-1,1,,NSE,10
29877,VIVIDHA-EQ,VIVIDHA,,-1,1,,NSE,1
30089,ORIENTCEM-EQ,ORIENTCEM,,-1,1,,NSE,1
